node_id,tipo,etiqueta,handle,id_original,channel_id,comentarios,videos_unicos,canales_unicos,visualizaciones,autores_unicos,categoria,sentimiento_medio,canal,componente
autor::UCQqetiwzzmRNTM5OWuXarGQ,autor,@isaiaslopezvelasquez1539,/@isaiaslopezvelasquez1539,UCQqetiwzzmRNTM5OWuXarGQ,,1,1.0,1.0,,,,1.0,,1
autor::UCQqlPPUGqAfWjd-FSh_qn7Q,autor,@estuardoargueta137,/@estuardoargueta137,UCQqlPPUGqAfWjd-FSh_qn7Q,,1,1.0,1.0,,,,0.0,,1
autor::UCQtICyzWmhC5woCtbNgaSmg,autor,@nestormendez6216,/@nestormendez6216,UCQtICyzWmhC5woCtbNgaSmg,,2,1.0,1.0,,,,0.0,,1
autor::UCQtSFINs1h6GHkpg9o5kMvg,autor,@MacarioMartinezruiz,/@MacarioMartinezruiz,UCQtSFINs1h6GHkpg9o5kMvg,,1,1.0,1.0,,,,1.0,,1
autor::UCQyOePccUP-fIJYzchAgZYw,autor,@aguilar4254,/@aguilar4254,UCQyOePccUP-fIJYzchAgZYw,,1,1.0,1.0,,,,0.0,,1
autor::UCRAquv8el-tQ30bN7MlmySQ,autor,@iamjimalesssa,/@iamjimalesssa,UCRAquv8el-tQ30bN7MlmySQ,,1,1.0,1.0,,,,0.0,,1
autor::UCRETAiYdh2dL5ZxB0_N1zDA,autor,@Joseroland21,/@Joseroland21,UCRETAiYdh2dL5ZxB0_N1zDA,,1,1.0,1.0,,,,1.0,,1
autor::UCRcSR3Lvn9DZAmJpVPANfZQ,autor,@WalksandSuch,/@WalksandSuch,UCRcSR3Lvn9DZAmJpVPANfZQ,,1,1.0,1.0,,,,1.0,,2
autor::UCRelkU8JiZBytTzebJxaa-w,autor,@danyraymundo2942,/@danyraymundo2942,UCRelkU8JiZBytTzebJxaa-w,,1,1.0,1.0,,,,0.0,,1
autor::UCRfkkatKrNtAARnXMMYBGlA,autor,@BernerSoza-mg3vx,/@BernerSoza-mg3vx,UCRfkkatKrNtAARnXMMYBGlA,,1,1.0,1.0,,,,-1.0,,1
autor::UCRlCV9zSn7avAWh-9_XFWqQ,autor,@ronyarana8849,/@ronyarana8849,UCRlCV9zSn7avAWh-9_XFWqQ,,1,1.0,1.0,,,,0.0,,1
autor::UCRvPToDkkumha7WJAfCDk1A,autor,@ligiaguerra3057,/@ligiaguerra3057,UCRvPToDkkumha7WJAfCDk1A,,1,1.0,1.0,,,,0.0,,1
autor::UCRznz9-N3Qc1w-qNdLSIY2Q,autor,@jimmygomez724,/@jimmygomez724,UCRznz9-N3Qc1w-qNdLSIY2Q,,1,1.0,1.0,,,,1.0,,2
autor::UCSTAUWVc1_82DHYeqOsqEFA,autor,@TheAlexX_C,/@TheAlexX_C,UCSTAUWVc1_82DHYeqOsqEFA,,1,1.0,1.0,,,,1.0,,2
autor::UCSou6a2OuYGSvPjm5psquyA,autor,@FranciscoRivera-sf7ne,/@FranciscoRivera-sf7ne,UCSou6a2OuYGSvPjm5psquyA,,1,1.0,1.0,,,,0.0,,1
autor::UCTD6q1nyIe3Y7HhqjaMj72w,autor,@JuanChang-r6k,/@JuanChang-r6k,UCTD6q1nyIe3Y7HhqjaMj72w,,1,1.0,1.0,,,,0.0,,1
autor::UCTP3O0rMnc8z8v8jaDQwL0w,autor,@RobertoZelaya-x1v,/@RobertoZelaya-x1v,UCTP3O0rMnc8z8v8jaDQwL0w,,1,1.0,1.0,,,,0.0,,1
autor::UCTTILH6QCIxbTnEWxwRqs1g,autor,@3762Jorge,/@3762Jorge,UCTTILH6QCIxbTnEWxwRqs1g,,1,1.0,1.0,,,,0.0,,1
autor::UCThW2XNsAaBKme5PUt7n-Zg,autor,@thelmamoran8565,/@thelmamoran8565,UCThW2XNsAaBKme5PUt7n-Zg,,1,1.0,1.0,,,,0.0,,1
autor::UCTwSut16JyAg3mX6LVUNGqA,autor,@SuperVictor2005,/@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,,1,1.0,1.0,,,,0.0,,1
autor::UCTylKrsqkrBKIqubMu_5N0Q,autor,@edwingeovanymarroquinmarro6684,/@edwingeovanymarroquinmarro6684,UCTylKrsqkrBKIqubMu_5N0Q,,1,1.0,1.0,,,,0.0,,1
autor::UCUIIIPTVDVHAXqhC_5V6lPA,autor,@gorrarota,/@gorrarota,UCUIIIPTVDVHAXqhC_5V6lPA,,1,1.0,1.0,,,,0.0,,1
autor::UCUoYsrx1oZnCZ0usbBJn4fA,autor,@AnaDiaz-re9sq,/@AnaDiaz-re9sq,UCUoYsrx1oZnCZ0usbBJn4fA,,1,1.0,1.0,,,,0.0,,1
autor::UCV0iizTBoOfdAFX_thfI9BA,autor,@BenjaminLarios-jd8nk,/@BenjaminLarios-jd8nk,UCV0iizTBoOfdAFX_thfI9BA,,1,1.0,1.0,,,,0.0,,1
autor::UCV0lM03g5fg5pbPj97-sAtA,autor,@genarodelgado3929,/@genarodelgado3929,UCV0lM03g5fg5pbPj97-sAtA,,1,1.0,1.0,,,,1.0,,1
autor::UCV3fr-YOixFKCZBbJP1-X4w,autor,@albertoshernandez5251,/@albertoshernandez5251,UCV3fr-YOixFKCZBbJP1-X4w,,5,1.0,1.0,,,,0.8,,1
autor::UCVC2QugcI1G4RvlCiUqd1aQ,autor,@rwdm76,/@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,,2,1.0,1.0,,,,1.0,,1
autor::UCVQf0tzL7xRzFJsABVVULpg,autor,@DennisseLopetegi,/@DennisseLopetegi,UCVQf0tzL7xRzFJsABVVULpg,,1,1.0,1.0,,,,1.0,,1
autor::UCVdjCrh4tQoX3haNAZv-n5A,autor,@aurahernandez5646,/@aurahernandez5646,UCVdjCrh4tQoX3haNAZv-n5A,,1,1.0,1.0,,,,0.0,,3
autor::UCVhif9eV0f8plICen2DnpKA,autor,@blogarteplus,/@blogarteplus,UCVhif9eV0f8plICen2DnpKA,,1,1.0,1.0,,,,1.0,,1
autor::UCW-JC6lebVmf2P1dmY_L94g,autor,@dinoraoroxon5771,/@dinoraoroxon5771,UCW-JC6lebVmf2P1dmY_L94g,,1,1.0,1.0,,,,1.0,,1
autor::UCW80DaMjQlEUibC98Cot-Dg,autor,@rogeraldana4289,/@rogeraldana4289,UCW80DaMjQlEUibC98Cot-Dg,,1,1.0,1.0,,,,-1.0,,1
autor::UCWIZUtKJ636y-4TYrNvok0g,autor,@cesarandreas7824,/@cesarandreas7824,UCWIZUtKJ636y-4TYrNvok0g,,1,1.0,1.0,,,,0.0,,1
autor::UCWWkebAekppaL5b5CNlppuw,autor,@ninettmartinez425,/@ninettmartinez425,UCWWkebAekppaL5b5CNlppuw,,1,1.0,1.0,,,,0.0,,5
autor::UCWaRixDdpgllTBf4V0jPnKQ,autor,@hectormaaz5523,/@hectormaaz5523,UCWaRixDdpgllTBf4V0jPnKQ,,2,1.0,1.0,,,,0.5,,1
autor::UCWoAVGVqCn4xtINCMOTM4jg,autor,@OmarMartinez-vv8re,/@OmarMartinez-vv8re,UCWoAVGVqCn4xtINCMOTM4jg,,1,1.0,1.0,,,,0.0,,1
autor::UCWvntqPQx99k_Z_skWKqNSA,autor,@AntonioChiyal-x5s,/@AntonioChiyal-x5s,UCWvntqPQx99k_Z_skWKqNSA,,1,1.0,1.0,,,,0.0,,1
autor::UCXN2s7DwTJm33xO-pNkAdaA,autor,@edithsan7688,/@edithsan7688,UCXN2s7DwTJm33xO-pNkAdaA,,1,1.0,1.0,,,,0.0,,1
autor::UCXO1BBohNWXkK9SBDAG2ySg,autor,@JBFlute92,/@JBFlute92,UCXO1BBohNWXkK9SBDAG2ySg,,1,1.0,1.0,,,,1.0,,1
autor::UCXSkL3ejZ8qWYyF_M7s_QKA,autor,@JacintaTzoy,/@JacintaTzoy,UCXSkL3ejZ8qWYyF_M7s_QKA,,1,1.0,1.0,,,,-1.0,,1
autor::UCXVLc8CmAO813ubM-fLvCDw,autor,@herminiasaquimux7565,/@herminiasaquimux7565,UCXVLc8CmAO813ubM-fLvCDw,,1,1.0,1.0,,,,0.0,,1
autor::UCXXh7yg5KUFIWylTiKVEFKQ,autor,@MrDuenderojo,/@MrDuenderojo,UCXXh7yg5KUFIWylTiKVEFKQ,,2,1.0,1.0,,,,0.0,,1
autor::UCXgr7vXlRrsaskPdo097kGA,autor,@Rogergh-nw4oj,/@Rogergh-nw4oj,UCXgr7vXlRrsaskPdo097kGA,,1,1.0,1.0,,,,0.0,,1
autor::UCXl30Y_upRqbti52fmjK4YA,autor,@capitanfrans,/@capitanfrans,UCXl30Y_upRqbti52fmjK4YA,,1,1.0,1.0,,,,0.0,,1
autor::UCXmrpc6Li0spcKxtS0Q_ptg,autor,@melvinperez6710,/@melvinperez6710,UCXmrpc6Li0spcKxtS0Q_ptg,,1,1.0,1.0,,,,1.0,,2
autor::UCXr8_5WtGeipe4haOoQDgyQ,autor,@amyherrera7352,/@amyherrera7352,UCXr8_5WtGeipe4haOoQDgyQ,,1,1.0,1.0,,,,0.0,,1
autor::UCY7Hq7F9Lnucf-Yr6JkHZNw,autor,@maynorcalel1442,/@maynorcalel1442,UCY7Hq7F9Lnucf-Yr6JkHZNw,,1,1.0,1.0,,,,0.0,,2
autor::UCYN4wSQ1Sx4_LurxLlW7MPg,autor,@belarminavillatoro6474,/@belarminavillatoro6474,UCYN4wSQ1Sx4_LurxLlW7MPg,,1,1.0,1.0,,,,0.0,,1
autor::UCYwpX26TrCxq8TvbKGRYLXA,autor,@beneficioelcaminovillacana8540,/@beneficioelcaminovillacana8540,UCYwpX26TrCxq8TvbKGRYLXA,,1,1.0,1.0,,,,0.0,,1
autor::UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,@belvettzapeta1251,/@belvettzapeta1251,UCZ51R_9Q9C0c8I3pAWhtmjQ,,1,1.0,1.0,,,,1.0,,1
autor::UCZFQwqh90apuL8eFhvRBkUg,autor,@luisricardo9671,/@luisricardo9671,UCZFQwqh90apuL8eFhvRBkUg,,1,1.0,1.0,,,,-1.0,,1
autor::UCZIQnb1fkwe39Iw2TAu-bGA,autor,@jorgegomez2237,/@jorgegomez2237,UCZIQnb1fkwe39Iw2TAu-bGA,,1,1.0,1.0,,,,0.0,,1
autor::UCZLG9qH0tUjNhEGFIUt0CYw,autor,@SoniaMarroquin-y6e,/@SoniaMarroquin-y6e,UCZLG9qH0tUjNhEGFIUt0CYw,,1,1.0,1.0,,,,0.0,,1
autor::UCZOmq6MwFDVoCaEl99BRRaw,autor,@daniloarevalo3170,/@daniloarevalo3170,UCZOmq6MwFDVoCaEl99BRRaw,,1,1.0,1.0,,,,0.0,,1
autor::UCZeIIQrGAedW8tCbKWmGY-A,autor,@mariocordon8873,/@mariocordon8873,UCZeIIQrGAedW8tCbKWmGY-A,,1,1.0,1.0,,,,0.0,,1
autor::UCZjm6U576nX8WOiLhmMR3bw,autor,@MariaNavarroYT,/@MariaNavarroYT,UCZjm6U576nX8WOiLhmMR3bw,,1,1.0,1.0,,,,0.0,,3
autor::UC_3xuTXvMIWU5MYP9HkJ3vQ,autor,@Historia-wm4os,/@Historia-wm4os,UC_3xuTXvMIWU5MYP9HkJ3vQ,,1,1.0,1.0,,,,1.0,,1
autor::UC_6KbBY1bsYXz9fwFS0eQRg,autor,@imrcp5694,/@imrcp5694,UC_6KbBY1bsYXz9fwFS0eQRg,,1,1.0,1.0,,,,0.0,,1
autor::UC_LYoGs5C3mbZKZuKuqYCvw,autor,@javiercifuentesarchila6041,/@javiercifuentesarchila6041,UC_LYoGs5C3mbZKZuKuqYCvw,,1,1.0,1.0,,,,0.0,,1
autor::UC_NRVt2UP88ZNTwzrZ66JSg,autor,@aditalissethevasquezrojas8039,/@aditalissethevasquezrojas8039,UC_NRVt2UP88ZNTwzrZ66JSg,,1,1.0,1.0,,,,0.0,,10
autor::UC_ljZ1hZXR9pzexFz87P5ZA,autor,@ChRiStOpHeR7969,/@ChRiStOpHeR7969,UC_ljZ1hZXR9pzexFz87P5ZA,,1,1.0,1.0,,,,0.0,,2
autor::UCa36MjQLoPAmgJo-R3G8WQA,autor,@elsasalguero6914,/@elsasalguero6914,UCa36MjQLoPAmgJo-R3G8WQA,,1,1.0,1.0,,,,0.0,,1
autor::UCaKAjTW9MVub_clgr4DRYjQ,autor,@josecastillo4390,/@josecastillo4390,UCaKAjTW9MVub_clgr4DRYjQ,,1,1.0,1.0,,,,0.0,,1
autor::UCaT4saRcyqCLE657Rq2hhZQ,autor,@elmilenial4064,/@elmilenial4064,UCaT4saRcyqCLE657Rq2hhZQ,,1,1.0,1.0,,,,0.0,,1
autor::UCaT6M2zp7X6r6Whd8Vv3kHQ,autor,@alexarcos8349,/@alexarcos8349,UCaT6M2zp7X6r6Whd8Vv3kHQ,,1,1.0,1.0,,,,0.0,,2
autor::UCat2qkYvqmtDNEmo2PVuhXw,autor,@DoraSalas-j5o,/@DoraSalas-j5o,UCat2qkYvqmtDNEmo2PVuhXw,,1,1.0,1.0,,,,0.0,,3
autor::UCbNanjFI51cwGqMAb2rOrBw,autor,@RosaMontesdeOca777,/@RosaMontesdeOca777,UCbNanjFI51cwGqMAb2rOrBw,,1,1.0,1.0,,,,1.0,,3
autor::UCbYoNG5J3Au5BqtbXogfEFw,autor,@Luis-gn3fj,/@Luis-gn3fj,UCbYoNG5J3Au5BqtbXogfEFw,,1,1.0,1.0,,,,0.0,,1
autor::UCbrtvygfRT6QXqWDNrOf-cA,autor,@Alejandro00710,/@Alejandro00710,UCbrtvygfRT6QXqWDNrOf-cA,,2,2.0,1.0,,,,0.0,,1
autor::UCcFIBN-rtC3d3hXeuN5TfWw,autor,@DenisRMC,/@DenisRMC,UCcFIBN-rtC3d3hXeuN5TfWw,,1,1.0,1.0,,,,1.0,,1
autor::UCc_F88PzGWtA1OPNUEASulA,autor,@rockyscarlet,/@rockyscarlet,UCc_F88PzGWtA1OPNUEASulA,,1,1.0,1.0,,,,0.0,,1
autor::UCcfdg8crmMJwEuLUsAhV7yg,autor,@RolandoRaguay,/@RolandoRaguay,UCcfdg8crmMJwEuLUsAhV7yg,,1,1.0,1.0,,,,0.0,,1
autor::UCdFlugHJJa4l3YqWuNRmvXw,autor,@MarcosCarillo-b1r,/@MarcosCarillo-b1r,UCdFlugHJJa4l3YqWuNRmvXw,,2,2.0,2.0,,,,-0.5,,1
autor::UCdQAuWwyC99MB7Y02Umj26Q,autor,@miguelbran1268,/@miguelbran1268,UCdQAuWwyC99MB7Y02Umj26Q,,1,1.0,1.0,,,,1.0,,1
autor::UCe8JZoYkX5oKUZyivHYdXhw,autor,@FernandoGarcia-jg1fj,/@FernandoGarcia-jg1fj,UCe8JZoYkX5oKUZyivHYdXhw,,1,1.0,1.0,,,,0.0,,1
autor::UCeDNEtI8_a42bZ47wJiJMwQ,autor,@EdgarcalderonCalderong,/@EdgarcalderonCalderong,UCeDNEtI8_a42bZ47wJiJMwQ,,1,1.0,1.0,,,,0.0,,1
autor::UCeQk-WfEA-cJRq4EKeE7TOw,autor,@franciscojuarez9223,/@franciscojuarez9223,UCeQk-WfEA-cJRq4EKeE7TOw,,1,1.0,1.0,,,,0.0,,1
autor::UCefAH1MbvADWUjE9WVcB9EQ,autor,@jabriz8152,/@jabriz8152,UCefAH1MbvADWUjE9WVcB9EQ,,1,1.0,1.0,,,,0.0,,1
autor::UCf5lnNZF7Qrtli9v4N_23WQ,autor,@CarlosCortez-v5r,/@CarlosCortez-v5r,UCf5lnNZF7Qrtli9v4N_23WQ,,1,1.0,1.0,,,,0.0,,1
autor::UCfM3nrxtTQMY5jFx1v1J4Gg,autor,@edgarroldan5539,/@edgarroldan5539,UCfM3nrxtTQMY5jFx1v1J4Gg,,1,1.0,1.0,,,,0.0,,1
autor::UCfRqgt2O-vjzUDMZY_tnxQw,autor,@Williams-Garcia67E,/@Williams-Garcia67E,UCfRqgt2O-vjzUDMZY_tnxQw,,1,1.0,1.0,,,,0.0,,1
autor::UCfXykdbSU97rj987LDUGfvg,autor,@MariaSantos-c8y3h,/@MariaSantos-c8y3h,UCfXykdbSU97rj987LDUGfvg,,1,1.0,1.0,,,,0.0,,1
autor::UCfjhejO7LZy4doXURa7LZCQ,autor,@HonwayLee-z5g,/@HonwayLee-z5g,UCfjhejO7LZy4doXURa7LZCQ,,1,1.0,1.0,,,,0.0,,1
autor::UCfo_yUPzy1f1POwwZxhZ06Q,autor,@lara11roberto,/@lara11roberto,UCfo_yUPzy1f1POwwZxhZ06Q,,1,1.0,1.0,,,,0.0,,1
autor::UCg3eIfd7BrsLEqS0BLkftHA,autor,@ErmePérez-q4s,/@ErmeP%C3%A9rez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,,3,1.0,1.0,,,,0.0,,1
autor::UCgGqw4aqMdMVSGkKiMgrJRQ,autor,@pattyfigueroa5609,/@pattyfigueroa5609,UCgGqw4aqMdMVSGkKiMgrJRQ,,1,1.0,1.0,,,,0.0,,1
autor::UCgJNFj5dnxXpcMvmuhZDPxA,autor,@NataliaRodriguez-rx5mr,/@NataliaRodriguez-rx5mr,UCgJNFj5dnxXpcMvmuhZDPxA,,1,1.0,1.0,,,,1.0,,1
autor::UCgLrWFdYitoP-b7-PxtUr-w,autor,@zetag,/@zetag,UCgLrWFdYitoP-b7-PxtUr-w,,1,1.0,1.0,,,,0.0,,2
autor::UCgLurCo-e019HGODcjXHWCw,autor,@perritojuega1,/@perritojuega1,UCgLurCo-e019HGODcjXHWCw,,1,1.0,1.0,,,,1.0,,2
autor::UCgQJgI9vu1FI2dnC9mrFthw,autor,@srms70,/@srms70,UCgQJgI9vu1FI2dnC9mrFthw,,1,1.0,1.0,,,,0.0,,1
autor::UCgQw_Sbq3ugruDUKsq1e0-A,autor,@marlenareano-h4t,/@marlenareano-h4t,UCgQw_Sbq3ugruDUKsq1e0-A,,1,1.0,1.0,,,,0.0,,1
autor::UCgvw7xIdGFupzpt1Y_BFkEA,autor,@fredygarcia9151,/@fredygarcia9151,UCgvw7xIdGFupzpt1Y_BFkEA,,1,1.0,1.0,,,,1.0,,1
autor::UCh5ESQvtzyHDhCA7XyekCFA,autor,@andyB5280,/@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,,3,1.0,1.0,,,,0.0,,1
autor::UChT7pzGytNd92Nmvi-zuWog,autor,@sparkvalkov,/@sparkvalkov,UChT7pzGytNd92Nmvi-zuWog,,1,1.0,1.0,,,,0.0,,1
autor::UChZknRmJkeGeQk0-mQuhDOg,autor,@OdilioRodríguez-c5w,/@OdilioRodr%C3%ADguez-c5w,UChZknRmJkeGeQk0-mQuhDOg,,1,1.0,1.0,,,,0.0,,1
autor::UCheEJ5GZuIvV0fj-nXyVwXw,autor,@rosaoliva9389,/@rosaoliva9389,UCheEJ5GZuIvV0fj-nXyVwXw,,1,1.0,1.0,,,,0.0,,1
autor::UChep9kVb5gQmpodEEl10Xlg,autor,@carlosaguilar-kz7ml,/@carlosaguilar-kz7ml,UChep9kVb5gQmpodEEl10Xlg,,1,1.0,1.0,,,,0.0,,1
autor::UChgkn5Jt5tWKYMoEOuCjz3Q,autor,@pablochitay46,/@pablochitay46,UChgkn5Jt5tWKYMoEOuCjz3Q,,1,1.0,1.0,,,,0.0,,1
autor::UChs3tU2BcKOT0CezykvAsGw,autor,@byronpontaza,/@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,,3,1.0,1.0,,,,0.3333333333333333,,1
autor::UChyps3dqY-VY1_wLeq-2lhw,autor,@maydamorales4395,/@maydamorales4395,UChyps3dqY-VY1_wLeq-2lhw,,1,1.0,1.0,,,,1.0,,1
autor::UCi-vPdnpQreC7BkFs40mJGA,autor,@bryansicasales4280,/@bryansicasales4280,UCi-vPdnpQreC7BkFs40mJGA,,1,1.0,1.0,,,,1.0,,2
autor::UCi1b_TRQfgO1Z9O2gNGGWNA,autor,@davidisraelesquitsaquil,/@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,,2,1.0,1.0,,,,0.3333333333333333,,1
autor::UCi2KiZq63sRq8Mfbcp-MelQ,autor,@eugeneramirez4405,/@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,,6,1.0,1.0,,,,0.0,,3
autor::UCiC-Jn7wdgyQV4_Urk0DkWQ,autor,@pedroros6358,/@pedroros6358,UCiC-Jn7wdgyQV4_Urk0DkWQ,,1,1.0,1.0,,,,0.0,,1
autor::UCiGRBf2RNF0WRKhRVT7zFoA,autor,@edwinavila4876,/@edwinavila4876,UCiGRBf2RNF0WRKhRVT7zFoA,,1,1.0,1.0,,,,0.0,,1
autor::UCiMythXHsw7eQEMykCdmMUA,autor,@JavierBecerra-h6x,/@JavierBecerra-h6x,UCiMythXHsw7eQEMykCdmMUA,,1,1.0,1.0,,,,0.0,,1
autor::UCiOZX__1gahg1ypIj0_XG_w,autor,@mariogonzalezorellana8956,/@mariogonzalezorellana8956,UCiOZX__1gahg1ypIj0_XG_w,,1,1.0,1.0,,,,0.0,,1
autor::UCipetjeiWj4CZB6EbyYziZg,autor,@OseasSamayoa-ol5rz,/@OseasSamayoa-ol5rz,UCipetjeiWj4CZB6EbyYziZg,,1,1.0,1.0,,,,0.0,,1
autor::UCj-LL25XJnjxepPKCc3NGog,autor,@anaaguirre8985,/@anaaguirre8985,UCj-LL25XJnjxepPKCc3NGog,,1,1.0,1.0,,,,1.0,,1
autor::UCjJf-AJKRFFWtiN-CSwkDmA,autor,@2jose82,/@2jose82,UCjJf-AJKRFFWtiN-CSwkDmA,,1,1.0,1.0,,,,0.0,,1
autor::UCjSKM9j0Q7HLDr1hD6D-TUw,autor,@josehidalgo4875,/@josehidalgo4875,UCjSKM9j0Q7HLDr1hD6D-TUw,,1,1.0,1.0,,,,0.0,,1
autor::UCjZgFEowMBrsjodqfovzdKw,autor,@franciscoflores3120,/@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,,2,2.0,2.0,,,,0.5,,1
autor::UCjmPuazZJzscrwvk0QR9RVw,autor,@mynorrodas8591,/@mynorrodas8591,UCjmPuazZJzscrwvk0QR9RVw,,1,1.0,1.0,,,,1.0,,1
autor::UCk4O-J1BhoqPmig1KLGJePA,autor,@lazarobarillas3575,/@lazarobarillas3575,UCk4O-J1BhoqPmig1KLGJePA,,1,1.0,1.0,,,,0.0,,1
autor::UCkVtmkK07b2zaVVNssX4lOg,autor,@HectorElias-u2l,/@HectorElias-u2l,UCkVtmkK07b2zaVVNssX4lOg,,1,1.0,1.0,,,,0.0,,1
autor::UCkbsS_3D-pvg1iHOld9uvIg,autor,@gonzalo6075,/@gonzalo6075,UCkbsS_3D-pvg1iHOld9uvIg,,1,1.0,1.0,,,,-1.0,,1
autor::UCkd9W714-947dEE6ZOEBATA,autor,@ARGELIATELON,/@ARGELIATELON,UCkd9W714-947dEE6ZOEBATA,,2,1.0,1.0,,,,0.0,,1
autor::UCkxdJ_yGN2gghOMo2ybQtXQ,autor,@11223344An,/@11223344An,UCkxdJ_yGN2gghOMo2ybQtXQ,,1,1.0,1.0,,,,0.0,,1
autor::UCl0ekS9Tt0jJGtOEM18S63w,autor,@monkchapin,/@monkchapin,UCl0ekS9Tt0jJGtOEM18S63w,,1,1.0,1.0,,,,0.0,,1
autor::UCld2stqxaVSk0QdGncM224A,autor,@sarahernandez3873,/@sarahernandez3873,UCld2stqxaVSk0QdGncM224A,,1,1.0,1.0,,,,1.0,,4
autor::UClhMWQ7XKWywYvbRnuf8QsA,autor,@EcPerez-zz9oh,/@EcPerez-zz9oh,UClhMWQ7XKWywYvbRnuf8QsA,,1,1.0,1.0,,,,0.0,,1
autor::UCljDbleJul41G1TzOjOZAVA,autor,@hectorcarranza3777,/@hectorcarranza3777,UCljDbleJul41G1TzOjOZAVA,,1,1.0,1.0,,,,0.0,,1
autor::UClqA491Xa5fQcXcJJa-vTWw,autor,@AndresLemus-k2d,/@AndresLemus-k2d,UClqA491Xa5fQcXcJJa-vTWw,,1,1.0,1.0,,,,-1.0,,1
autor::UClsrFGJKWPxxw7MiaEdKLXw,autor,@ericapaz5406,/@ericapaz5406,UClsrFGJKWPxxw7MiaEdKLXw,,1,1.0,1.0,,,,-1.0,,1
autor::UCmjppp6ujz3SAnULvP3sZMw,autor,@marcomendez7509,/@marcomendez7509,UCmjppp6ujz3SAnULvP3sZMw,,1,1.0,1.0,,,,0.0,,1
autor::UCmvOgzmmXbjUthHy-WJ52hQ,autor,@mariorodas593,/@mariorodas593,UCmvOgzmmXbjUthHy-WJ52hQ,,1,1.0,1.0,,,,0.0,,1
autor::UCnU8wO1OurAmGstDw6VGjgQ,autor,@cmorera21,/@cmorera21,UCnU8wO1OurAmGstDw6VGjgQ,,1,1.0,1.0,,,,0.5,,1
autor::UCoGdCoJg2Lh0OX_jv6cG16g,autor,@Israel-u5i7i,/@Israel-u5i7i,UCoGdCoJg2Lh0OX_jv6cG16g,,2,1.0,1.0,,,,0.5,,1
autor::UColMq7LmaoY3MT6aIDGrGvA,autor,@quijotachapina1,/@quijotachapina1,UColMq7LmaoY3MT6aIDGrGvA,,1,1.0,1.0,,,,0.0,,1
autor::UCozFYHN0e_-vlQbX3wQGOug,autor,@jesusguzman2321,/@jesusguzman2321,UCozFYHN0e_-vlQbX3wQGOug,,1,1.0,1.0,,,,0.0,,3
autor::UCp29O_C7cchZV8IxV7Crdag,autor,@robertoescobar5507,/@robertoescobar5507,UCp29O_C7cchZV8IxV7Crdag,,2,1.0,1.0,,,,0.5,,1
autor::UCp4iw5_5SmV9VGTFSNVGOmQ,autor,@CARLOSSTREMS51,/@CARLOSSTREMS51,UCp4iw5_5SmV9VGTFSNVGOmQ,,1,1.0,1.0,,,,0.0,,1
autor::UCpIdtvoFHVLGASGB5ySqIEA,autor,@VidalVillatoro-p4w,/@VidalVillatoro-p4w,UCpIdtvoFHVLGASGB5ySqIEA,,1,1.0,1.0,,,,0.0,,1
autor::UCp_dAUfv8i3LW3zWc24dLaQ,autor,@MarioCortez-o6v,/@MarioCortez-o6v,UCp_dAUfv8i3LW3zWc24dLaQ,,1,1.0,1.0,,,,0.0,,3
autor::UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,@carloslam5333,/@carloslam5333,UCpe5jW3MIqkgTJ-PgkzvM6Q,,1,1.0,1.0,,,,0.0,,1
autor::UCpl8rF8uv_8uui-QRvuJaRA,autor,@SergioGarcia-z9c,/@SergioGarcia-z9c,UCpl8rF8uv_8uui-QRvuJaRA,,1,1.0,1.0,,,,0.0,,1
autor::UCplrIQtaPj6au60_f2-mOYw,autor,@romeolopezherrarte799,/@romeolopezherrarte799,UCplrIQtaPj6au60_f2-mOYw,,1,1.0,1.0,,,,0.0,,1
autor::UCpsKOkt5iWTbenzeuq7dsmQ,autor,@inge_vergueta,/@inge_vergueta,UCpsKOkt5iWTbenzeuq7dsmQ,,3,3.0,1.0,,,,-0.3333333333333333,,1
autor::UCq3mDTTRZnUybct5M9OSXbg,autor,@MacoMorales-i2i2d,/@MacoMorales-i2i2d,UCq3mDTTRZnUybct5M9OSXbg,,1,1.0,1.0,,,,0.0,,1
autor::UCqCrvuoJpC-aVb0f4logQRQ,autor,@Lyrics_GT,/@Lyrics_GT,UCqCrvuoJpC-aVb0f4logQRQ,,1,1.0,1.0,,,,1.0,,1
autor::UCqilIa8r7iek5sGYg_q6ofA,autor,@rolandojuchuna484,/@rolandojuchuna484,UCqilIa8r7iek5sGYg_q6ofA,,1,1.0,1.0,,,,1.0,,2
autor::UCql1n3Ey6ULMSOACjMe-fxQ,autor,@RolandoGonzalez-o7g,/@RolandoGonzalez-o7g,UCql1n3Ey6ULMSOACjMe-fxQ,,1,1.0,1.0,,,,0.0,,1
